Time,Store name,Product name,PID,robotMAC,Activated on,unbound,Running Mileage(km),Runtime(h),Number of delivery tables,Number of plates delivered
2023-03-29,Чайхана PLOV,bellabot,sv1000213943034,20:50:E7:23:56:70,2022-03-05 05:38:04,false,0.03,0.03,1,1
2023-03-29,Soft-Stend,bellabot,sv1114223233003,20:50:E7:39:7C:16,2022-10-05 07:15:36,false,0.25,0.26,6,6
2023-03-29,Soft-servis,bellabot,SV1114223233002,20:50:E7:02:C0:F2,2022-11-25 16:38:23,false,2.06,2.00,32,33
2023-03-29,Firemakers,bellabot,SV1001205116386,D4:12:43:BF:63:8E,2021-11-22 09:15:51,false,0.86,0.94,82,82
2023-03-29,Soft-servis,bellabot,SV1000213954003,20:50:E7:02:87:DA,2022-04-25 05:25:47,false,0.10,0.14,8,8
2023-03-29,Soft-Stend,bellabot,SV1114223233001,10:2C:6B:97:C7:FE,2022-10-05 08:05:24,false,0.13,0.34,18,18
2023-03-29,Gastreet_panorama,bellabot,SV1000211931012,D4:12:43:B0:D5:68,2021-05-30 16:00:00,false,0.04,0.07,3,3
2023-03-29,Soft-Stend,bellabot,SV1114223233001,10:2C:6B:97:C7:FE,2022-10-05 08:05:24,false,0.40,0.97,51,51
2023-03-29,Parmesan,bellabot,Sv1000214017008,20:50:E7:23:83:6A,2022-01-17 06:49:56,false,0.59,0.72,36,36
2023-03-29,Parmesan,kettybot,PNT102213716164,20:50:E7:23:69:5C,2022-07-07 10:21:33,false,0.55,0.59,36,36
2023-03-29,Динозаврия,bellabot,SV1000214017001,20:50:E7:02:7F:10,2022-09-05 02:10:39,false,0.28,0.47,30,30
2023-03-29,Fun Jump,bellabot,SV1000214017015,20:50:E7:02:E4:50,2022-02-02 11:11:06,false,0.96,1.15,46,46
2023-03-29,Parmesan,bellabot,620019240060415,20:50:E7:02:24:2A,2022-01-21 06:58:37,false,0.60,1.82,45,45
2023-03-29,Sber Univercity,bellabot,SV1000212652005,20:50:E7:23:B4:80,2022-01-14 05:58:35,false,0.38,4.09,24,24
2023-03-29,Gastreet_panorama,bellabot,620015050070163,D4:12:43:B1:02:2C,2021-05-30 16:00:00,false,2.43,2.90,52,52
2023-03-29,Perchini,bellabot,620019270070278,20:50:E7:02:FD:68,2021-12-15 21:57:50,false,1.01,0.93,41,41
2023-03-29,Velich,bellabot,SV1000211931010,D4:12:43:B0:E7:9A,2021-12-08 10:32:28,false,0.01,0.01,1,1
2023-03-29,Soft-servis,bellabot,SV1000212910001,20:50:E7:23:3D:AA,2021-09-14 10:48:45,false,0.53,0.67,71,58
2023-03-28,Gastreet_panorama,bellabot,SV1000211931009,D4:12:43:B0:F9:56,2021-05-31 16:00:00,false,0.27,0.43,14,14
2023-03-28,Чайхана PLOV,bellabot,sv1000213943034,20:50:E7:23:56:70,2022-03-05 05:38:04,false,0.29,0.29,11,11
2023-03-28,Sber Univercity,bellabot,SV1000212652005,20:50:E7:23:B4:80,2022-01-14 05:58:35,false,0.56,3.01,33,33
2023-03-28,Soft-Stend,bellabot,SV1114223233001,10:2C:6B:97:C7:FE,2022-10-05 08:05:24,false,0.20,0.48,27,27
2023-03-28,Soft-Stend,bellabot,sv1114223233003,20:50:E7:39:7C:16,2022-10-05 07:15:36,false,0.83,1.16,26,26
2023-03-28,Динозаврия,bellabot,SV1000214017001,20:50:E7:02:7F:10,2022-09-05 02:10:39,false,0.70,1.14,67,67
2023-03-28,Soft-servis,bellabot,SV1000213954003,20:50:E7:02:87:DA,2022-04-25 05:25:47,false,0.29,0.25,11,11
2023-03-28,Firemakers,bellabot,SV1001205116386,D4:12:43:BF:63:8E,2021-11-22 09:15:51,false,1.23,1.44,146,146
2023-03-28,Fun Jump Kazan,bellabot,sv1000213943015,20:50:E7:23:95:7C,2022-08-04 05:52:44,false,0.67,0.72,21,21
2023-03-28,Perchini,bellabot,620019270070278,20:50:E7:02:FD:68,2021-12-15 21:57:50,false,0.50,0.43,23,23
2023-03-28,Parmesan,bellabot,Sv1000214017008,20:50:E7:23:83:6A,2022-01-17 06:49:56,false,0.91,1.15,55,55
2023-03-28,Fun Jump,bellabot,SV1000214017015,20:50:E7:02:E4:50,2022-02-02 11:11:06,false,1.07,1.10,34,34
2023-03-28,Фанджамп Екатеринбург,bellabot,sv1000214017014,20:50:E7:02:EB:0A,2022-04-19 06:53:38,false,2.12,1.65,40,63
2023-03-28,Neo,kettybot,PNT102213716170,20:50:E7:02:F3:3E,2022-12-09 14:42:33,false,0.36,0.55,45,45
2023-03-28,Soft-Stend,bellabot,SV1114223233001,10:2C:6B:97:C7:FE,2022-10-05 08:05:24,false,0.13,0.27,17,17
2023-03-28,Jango Park,bellabot,SV1000214017031,20:50:E7:03:06:3A,2021-12-30 08:37:16,false,0.12,0.15,5,5
2023-03-28,Компот,bellabot,sv1000214017022,20:50:E7:02:EB:56,2022-04-26 23:06:13,false,0.99,1.70,114,114
2023-03-28,Parmesan,kettybot,PNT102213716164,20:50:E7:23:69:5C,2022-07-07 10:21:33,false,0.61,0.61,45,45
2023-03-28,Gastreet_panorama,bellabot,SV1000211931012,D4:12:43:B0:D5:68,2021-05-30 16:00:00,false,0.00,0.00,1,2
2023-03-28,Ресторан ГрильХаус,bellabot,SV1000213954014,20:50:E7:23:71:74,2022-08-10 02:48:17,false,0.26,0.24,15,15
2023-03-28,Gastreet_panorama,bellabot,620015050070163,D4:12:43:B1:02:2C,2021-05-30 16:00:00,false,2.38,2.08,57,57
2023-03-28,Parmesan,bellabot,620019240060415,20:50:E7:02:24:2A,2022-01-21 06:58:37,false,0.71,1.00,49,49
2023-03-28,Soft-Stend,bellabot,sv1114223233003,20:50:E7:39:7C:16,2022-10-05 07:15:36,false,1.01,1.25,34,34
2023-03-28,Velich,bellabot,SV1000211931010,D4:12:43:B0:E7:9A,2021-12-08 10:32:28,false,0.01,0.01,1,1
2023-03-28,Soft-servis,bellabot,SV1000212910001,20:50:E7:23:3D:AA,2021-09-14 10:48:45,false,0.65,1.05,93,79
2023-03-27,Parmesan,bellabot,620019240060415,20:50:E7:02:24:2A,2022-01-21 06:58:37,false,0.68,1.74,53,53
2023-03-27,Gastreet_panorama,pudubot,PD9152212113001,D4:12:43:C4:A3:AA,2021-05-30 16:00:00,false,0.03,0.05,2,2
2023-03-27,Fun Jump,bellabot,SV1000214017015,20:50:E7:02:E4:50,2022-02-02 11:11:06,false,1.20,1.46,44,44
2023-03-27,АРТ-Премиум,bellabot,SV1000214017013,20:50:E7:02:BF:E8,2022-06-10 05:42:57,false,0.06,0.06,2,2
2023-03-27,Чайхана PLOV,bellabot,sv1000213943034,20:50:E7:23:56:70,2022-03-05 05:38:04,false,0.04,0.03,1,1
2023-03-27,Firemakers,bellabot,SV1001205116386,D4:12:43:BF:63:8E,2021-11-22 09:15:51,false,1.20,1.50,96,96
2023-03-27,Parmesan,bellabot,Sv1000214017008,20:50:E7:23:83:6A,2022-01-17 06:49:56,false,0.85,1.04,44,44
2023-03-27,Soft-servis,bellabot,SV1000212910001,20:50:E7:23:3D:AA,2021-09-14 10:48:45,false,0.64,0.97,81,72
2023-03-27,Деревенское Молочко,kettybot,PNT102213716168,20:50:E7:02:2E:30,2023-03-24 11:05:48,false,0.01,0.01,1,1
2023-03-27,Sber Univercity,bellabot,SV1000212652005,20:50:E7:23:B4:80,2022-01-14 05:58:35,false,0.00,0.03,1,1
2023-03-27,Perchini,bellabot,620019270070278,20:50:E7:02:FD:68,2021-12-15 21:57:50,false,1.00,0.90,45,45
2023-03-27,Jango Park,bellabot,SV1000214017031,20:50:E7:03:06:3A,2021-12-30 08:37:16,false,0.51,0.62,18,18
2023-03-27,Динозаврия,bellabot,SV1000214017001,20:50:E7:02:7F:10,2022-09-05 02:10:39,false,0.22,0.26,19,19
2023-03-27,Neo,kettybot,PNT102213716170,20:50:E7:02:F3:3E,2022-12-09 14:42:33,false,0.26,0.41,34,34
2023-03-27,Soft-servis,bellabot,SV1000213954003,20:50:E7:02:87:DA,2022-04-25 05:25:47,false,0.45,0.54,23,23
2023-03-27,Fun Jump Kazan,bellabot,sv1000213943015,20:50:E7:23:95:7C,2022-08-04 05:52:44,false,1.05,1.33,36,39
2023-03-27,Gastreet_panorama,bellabot,SV1000211931009,D4:12:43:B0:F9:56,2021-05-31 16:00:00,false,0.15,0.19,7,7
2023-03-27,Gastreet_panorama,bellabot,620015050070163,D4:12:43:B1:02:2C,2021-05-30 16:00:00,false,2.30,2.01,48,51
2023-03-27,Фанджамп Екатеринбург,bellabot,sv1000214017014,20:50:E7:02:EB:0A,2022-04-19 06:53:38,false,1.53,1.13,33,42
2023-03-27,Soft-Stend,bellabot,sv1114223233003,20:50:E7:39:7C:16,2022-10-05 07:15:36,false,0.24,0.35,15,15
2023-03-27,Soft-Stend,bellabot,SV1114223233001,10:2C:6B:97:C7:FE,2022-10-05 08:05:24,false,0.47,0.92,51,51
2023-03-27,Soft-servis,bellabot,SV1114223233002,20:50:E7:02:C0:F2,2022-11-25 16:38:23,false,1.02,1.12,27,27
2023-03-27,Parmesan,kettybot,PNT102213716164,20:50:E7:23:69:5C,2022-07-07 10:21:33,false,0.37,0.50,29,29
2023-03-27,Gastreet_panorama,bellabot,SV1000211931012,D4:12:43:B0:D5:68,2021-05-30 16:00:00,false,0.07,0.40,3,3
2023-03-27,Ресторан ГрильХаус,bellabot,SV1000213954014,20:50:E7:23:71:74,2022-08-10 02:48:17,false,0.29,0.24,17,17
2023-03-27,Компот,bellabot,sv1000214017022,20:50:E7:02:EB:56,2022-04-26 23:06:13,false,0.77,1.17,83,83
2023-03-27,Soft-Stend,bellabot,sv1114223233003,20:50:E7:39:7C:16,2022-10-05 07:15:36,false,0.19,0.16,10,10
2023-03-27,Динозаврия,kettybot,PNT102213716159,20:50:E7:23:96:70,2022-10-13 08:47:47,false,0.00,0.01,2,2
2023-03-26,Parmesan,bellabot,620019240060415,20:50:E7:02:24:2A,2022-01-21 06:58:37,false,1.02,2.54,81,81
2023-03-26,Neo,kettybot,PNT102213716170,20:50:E7:02:F3:3E,2022-12-09 14:42:33,false,0.60,0.92,75,75
2023-03-26,Gastreet_panorama,bellabot,620015050070163,D4:12:43:B1:02:2C,2021-05-30 16:00:00,false,1.82,1.66,42,42
2023-03-26,Sber Univercity,bellabot,SV1000212652005,20:50:E7:23:B4:80,2022-01-14 05:58:35,false,1.49,4.44,78,79
2023-03-26,Velich,bellabot,SV1000211931010,D4:12:43:B0:E7:9A,2021-12-08 10:32:28,false,0.01,0.02,2,2
2023-03-26,Firemakers,bellabot,SV1001205116386,D4:12:43:BF:63:8E,2021-11-22 09:15:51,false,1.84,2.19,142,142
2023-03-26,Perchini,bellabot,620019270070278,20:50:E7:02:FD:68,2021-12-15 21:57:50,false,0.63,1.13,36,36
2023-03-26,Динозаврия,bellabot,SV1000214017001,20:50:E7:02:7F:10,2022-09-05 02:10:39,false,0.70,0.91,32,73
2023-03-26,Gastreet_panorama,bellabot,SV1000211931009,D4:12:43:B0:F9:56,2021-05-31 16:00:00,false,0.17,0.16,14,14
2023-03-26,Soft-Stend,bellabot,SV1114223233001,10:2C:6B:97:C7:FE,2022-10-05 08:05:24,false,0.37,0.71,32,32
2023-03-26,Ресторан ГрильХаус,bellabot,SV1000213954014,20:50:E7:23:71:74,2022-08-10 02:48:17,false,0.22,0.20,11,11
2023-03-26,Parmesan,kettybot,PNT102213716164,20:50:E7:23:69:5C,2022-07-07 10:21:33,false,0.70,0.88,66,66
2023-03-26,Flagman office,bellabot,SV1000212910013,20:50:E7:23:79:E8,2021-10-04 07:50:41,false,0.15,0.17,9,10
2023-03-26,Fun Jump Kazan,bellabot,sv1000213943015,20:50:E7:23:95:7C,2022-08-04 05:52:44,false,1.08,1.82,42,48
2023-03-26,Soft-Stend,bellabot,sv1114223233003,20:50:E7:39:7C:16,2022-10-05 07:15:36,false,0.68,0.73,19,19
2023-03-26,Fun Jump,bellabot,SV1000214017015,20:50:E7:02:E4:50,2022-02-02 11:11:06,false,0.94,1.22,38,38
2023-03-26,Soft-Stend,bellabot,SV1114223233001,10:2C:6B:97:C7:FE,2022-10-05 08:05:24,false,0.16,0.32,18,18
2023-03-26,Фанджамп Екатеринбург,bellabot,sv1000214017014,20:50:E7:02:EB:0A,2022-04-19 06:53:38,false,3.57,2.69,62,97
2023-03-26,Gastreet_panorama,pudubot,PD9152212113001,D4:12:43:C4:A3:AA,2021-05-30 16:00:00,false,0.02,0.03,1,1
2023-03-26,Компот,bellabot,sv1000214017022,20:50:E7:02:EB:56,2022-04-26 23:06:13,false,1.19,2.12,140,140
2023-03-26,Динозаврия,kettybot,PNT102213716159,20:50:E7:23:96:70,2022-10-13 08:47:47,false,0.00,0.01,1,1
2023-03-26,Soft-servis,bellabot,SV1000212910001,20:50:E7:23:3D:AA,2021-09-14 10:48:45,false,0.86,1.13,119,97
2023-03-26,Jango Park,bellabot,SV1000214017031,20:50:E7:03:06:3A,2021-12-30 08:37:16,false,0.28,0.52,11,11
2023-03-26,Soft-Stend,bellabot,sv1114223233003,20:50:E7:39:7C:16,2022-10-05 07:15:36,false,0.72,1.42,23,23
2023-03-26,Soft-servis,bellabot,SV1114223233002,20:50:E7:02:C0:F2,2022-11-25 16:38:23,false,1.83,2.10,27,29
2023-03-26,Gastreet_panorama,bellabot,SV1000211931012,D4:12:43:B0:D5:68,2021-05-30 16:00:00,false,0.14,0.41,4,4
2023-03-26,Чайхана PLOV,bellabot,sv1000213943034,20:50:E7:23:56:70,2022-03-05 05:38:04,false,0.22,0.21,7,7
2023-03-26,Parmesan,bellabot,Sv1000214017008,20:50:E7:23:83:6A,2022-01-17 06:49:56,false,0.59,2.14,83,83
2023-03-26,Soft-servis,bellabot,SV1000213954003,20:50:E7:02:87:DA,2022-04-25 05:25:47,false,0.28,0.34,18,18
2023-03-25,Gastreet_panorama,bellabot,620015050070163,D4:12:43:B1:02:2C,2021-05-30 16:00:00,false,1.42,1.43,39,39
2023-03-25,Firemakers,bellabot,SV1001205116386,D4:12:43:BF:63:8E,2021-11-22 09:15:51,false,1.10,1.59,88,88
2023-03-25,Sber Univercity,bellabot,SV1000212652005,20:50:E7:23:B4:80,2022-01-14 05:58:35,false,0.49,1.46,37,37
2023-03-25,Gastreet_panorama,bellabot,SV1000211931012,D4:12:43:B0:D5:68,2021-05-30 16:00:00,false,0.09,0.27,7,8
2023-03-25,Soft-Stend,bellabot,sv1114223233003,20:50:E7:39:7C:16,2022-10-05 07:15:36,false,0.82,1.12,29,29
2023-03-25,Gastreet_panorama,bellabot,SV1000211931009,D4:12:43:B0:F9:56,2021-05-31 16:00:00,false,0.08,0.09,7,7
2023-03-25,Fun Jump,bellabot,SV1000214017015,20:50:E7:02:E4:50,2022-02-02 11:11:06,false,1.65,2.50,59,59
2023-03-25,Parmesan,bellabot,620019240060415,20:50:E7:02:24:2A,2022-01-21 06:58:37,false,0.66,4.27,67,67
2023-03-25,Чайхана PLOV,bellabot,sv1000213943034,20:50:E7:23:56:70,2022-03-05 05:38:04,false,0.22,0.19,6,6
2023-03-25,Gastreet_panorama,pudubot,PD9152212113001,D4:12:43:C4:A3:AA,2021-05-30 16:00:00,false,0.02,0.03,1,1
2023-03-25,Jango Park,bellabot,SV1000214017031,20:50:E7:03:06:3A,2021-12-30 08:37:16,false,0.42,0.65,18,18
2023-03-25,АРТ-Премиум,bellabot,SV1000214017013,20:50:E7:02:BF:E8,2022-06-10 05:42:57,false,0.02,0.05,2,2
2023-03-25,Фанджамп Екатеринбург,bellabot,sv1000214017014,20:50:E7:02:EB:0A,2022-04-19 06:53:38,false,3.19,2.64,62,82
2023-03-25,Ресторан ГрильХаус,bellabot,SV1000213954014,20:50:E7:23:71:74,2022-08-10 02:48:17,false,0.78,1.67,41,40
2023-03-25,Soft-Stend,bellabot,SV1114223233001,10:2C:6B:97:C7:FE,2022-10-05 08:05:24,false,0.74,1.83,114,114
2023-03-25,Soft-servis,bellabot,SV1000213954003,20:50:E7:02:87:DA,2022-04-25 05:25:47,false,0.23,0.81,27,27
2023-03-25,Soft-servis,bellabot,SV1114223233002,20:50:E7:02:C0:F2,2022-11-25 16:38:23,false,2.85,3.31,40,42
2023-03-25,Velich,bellabot,SV1000211931010,D4:12:43:B0:E7:9A,2021-12-08 10:32:28,false,0.05,0.08,4,4
2023-03-25,Neo,kettybot,PNT102213716170,20:50:E7:02:F3:3E,2022-12-09 14:42:33,false,0.67,1.03,87,87
2023-03-25,Soft-Stend,bellabot,sv1114223233003,20:50:E7:39:7C:16,2022-10-05 07:15:36,false,0.49,0.70,15,15
2023-03-25,Perchini,bellabot,620019270070278,20:50:E7:02:FD:68,2021-12-15 21:57:50,false,0.97,0.90,44,44
2023-03-25,Динозаврия,bellabot,SV1000214017001,20:50:E7:02:7F:10,2022-09-05 02:10:39,false,1.05,1.48,34,66
2023-03-25,Fun Jump Kazan,bellabot,sv1000213943015,20:50:E7:23:95:7C,2022-08-04 05:52:44,false,1.06,1.91,53,55
2023-03-25,Parmesan,kettybot,PNT102213716164,20:50:E7:23:69:5C,2022-07-07 10:21:33,false,0.64,0.92,59,59
2023-03-25,Soft-servis,bellabot,SV1000212910001,20:50:E7:23:3D:AA,2021-09-14 10:48:45,false,0.96,1.36,107,92
2023-03-25,Компот,bellabot,sv1000214017022,20:50:E7:02:EB:56,2022-04-26 23:06:13,false,1.29,2.22,146,146
2023-03-25,Flagman office,bellabot,SV1000212910013,20:50:E7:23:79:E8,2021-10-04 07:50:41,false,0.38,0.43,17,17
2023-03-25,Parmesan,bellabot,Sv1000214017008,20:50:E7:23:83:6A,2022-01-17 06:49:56,false,0.66,1.02,46,46
2023-03-24,Fun Jump Kazan,bellabot,sv1000213943015,20:50:E7:23:95:7C,2022-08-04 05:52:44,false,0.83,0.95,29,30
2023-03-24,Perchini,bellabot,620019270070278,20:50:E7:02:FD:68,2021-12-15 21:57:50,false,0.96,0.82,45,45
2023-03-24,Sber Univercity,bellabot,SV1000212652005,20:50:E7:23:B4:80,2022-01-14 05:58:35,false,0.39,0.82,27,27
2023-03-24,Gastreet_panorama,bellabot,SV1000211931009,D4:12:43:B0:F9:56,2021-05-31 16:00:00,false,0.02,0.04,6,6
2023-03-24,Fun Jump,bellabot,SV1000214017015,20:50:E7:02:E4:50,2022-02-02 11:11:06,false,1.49,1.88,48,48
2023-03-24,Soft-servis,bellabot,SV1114223233002,20:50:E7:02:C0:F2,2022-11-25 16:38:23,false,2.94,3.05,53,53
2023-03-24,Neo,kettybot,PNT102213716170,20:50:E7:02:F3:3E,2022-12-09 14:42:33,false,0.46,0.73,59,59
2023-03-24,Динозаврия,bellabot,SV1000214017001,20:50:E7:02:7F:10,2022-09-05 02:10:39,false,0.75,0.66,21,31
2023-03-24,Soft-Stend,bellabot,sv1114223233003,20:50:E7:39:7C:16,2022-10-05 07:15:36,false,0.23,0.20,8,8
2023-03-24,Фанджамп Екатеринбург,bellabot,sv1000214017014,20:50:E7:02:EB:0A,2022-04-19 06:53:38,false,1.49,1.13,23,35
2023-03-24,Soft-servis,bellabot,SV1000212910001,20:50:E7:23:3D:AA,2021-09-14 10:48:45,false,0.89,1.21,112,103
2023-03-24,Soft-Stend,bellabot,SV1114223233001,10:2C:6B:97:C7:FE,2022-10-05 08:05:24,false,0.26,0.61,38,38
2023-03-24,Firemakers,bellabot,SV1001205116386,D4:12:43:BF:63:8E,2021-11-22 09:15:51,false,1.18,1.49,105,105
2023-03-24,Parmesan,kettybot,PNT102213716164,20:50:E7:23:69:5C,2022-07-07 10:21:33,false,0.72,1.14,52,52
